region,month_id,sales_volume,property_type,avg_price,price_change,annual_change,detached_price,detached_change,detached_annual,semi_price,semi_change,semi_annual,terraced_price,terraced_change,terraced_annual,flat_price,flat_change,flat_annual,cash_price,cash_change,cash_annual,cash_sales,mortgage_price,mortgage_change,mortgage_annual,mortgage_sales,date,interest_rate,property_age,avg_price_log,cash_sales_log
Leeds,2005-07,1484,monthly,135356,1.5,59.1,239252,1.6,56.5,141431,1.6,57.2,107987,1.6,57.4,105210,1.0,71.0,203698,0.7,62.3,162,132280,1.6,58.4,1322,2005-01-07,4.75,old,11.815671011473878,5.093750200806762
Leeds,2005-08,1428,monthly,137579,1.6,60.1,243277,1.7,57.5,143667,1.6,58.1,109959,1.8,58.4,106552,1.3,71.9,206304,1.3,63.1,141,134506,1.7,59.4,1287,2005-01-08,4.5,old,11.831960845080005,4.955827057601261
Leeds,2005-09,1349,monthly,138994,1.0,60.7,246695,1.4,58.3,145109,1.0,58.7,111173,1.1,59.1,107175,0.6,72.3,207665,0.7,63.5,164,135945,1.1,60.1,1185,2005-01-09,4.5,new,11.842193240242826,5.10594547390058
Leeds,2005-10,1369,monthly,139246,0.2,60.8,246940,0.1,58.3,145011,-0.1,58.6,111523,0.3,59.3,107649,0.4,72.6,208693,0.5,63.8,218,136143,0.1,60.2,1151,2005-01-10,4.5,old,11.844004613571817,5.389071729816501
Leeds,2005-11,1256,monthly,138916,-0.2,60.7,245736,-0.5,58.1,144725,-0.2,58.5,111291,-0.2,59.2,107443,-0.2,72.5,208706,0.0,63.8,92,135784,-0.3,60.0,1164,2005-01-11,4.5,old,11.841631911462148,4.532599493153256
Leeds,2005-12,1353,monthly,138264,-0.5,60.4,243203,-1.0,57.5,143799,-0.6,58.1,110870,-0.4,58.9,107589,0.1,72.6,209089,0.2,63.9,212,135048,-0.5,59.7,1141,2005-01-12,4.5,old,11.836927412594822,5.3612921657094255
Leeds,2006-01,1263,monthly,139075,0.6,60.8,244712,0.6,57.8,144501,0.5,58.4,111694,0.7,59.4,107992,0.4,72.9,210132,0.5,64.3,218,135854,0.6,60.0,1045,2006-01-01,4.5,new,11.842775825282555,5.389071729816501
Leeds,2006-02,1101,monthly,139488,0.3,60.9,244676,0.0,57.8,144635,0.1,58.5,112138,0.4,59.6,108688,0.6,73.3,211786,0.8,64.8,161,136161,0.2,60.2,940,2006-01-02,4.5,new,11.845741024087898,5.087596335232384
Leeds,2006-03,1533,monthly,140948,1.0,61.6,248048,1.4,58.6,146404,1.2,59.2,113300,1.0,60.2,109160,0.4,73.7,213357,0.7,65.2,225,137628,1.1,60.8,1308,2006-01-03,4.5,new,11.856153401802652,5.420534999272286
Leeds,2006-04,1408,monthly,141332,0.3,61.7,247587,-0.2,58.5,146918,0.4,59.4,113733,0.4,60.5,109421,0.2,73.8,214201,0.4,65.5,131,137979,0.3,61.0,1277,2006-01-04,4.5,new,11.858874087052637,4.882801922586371
Leeds,2006-05,1634,monthly,142946,1.1,62.4,250519,1.2,59.2,148819,1.3,60.2,115048,1.2,61.1,110308,0.8,74.4,215529,0.6,65.9,231,139653,1.2,61.7,1403,2006-01-05,4.5,new,11.870229211171374,5.44673737166631
Leeds,2006-06,1896,monthly,143080,0.1,62.5,249947,-0.2,59.1,148940,0.1,60.2,115356,0.3,61.3,110321,0.0,74.5,214961,-0.3,65.7,328,139853,0.1,61.8,1568,2006-01-06,4.5,new,11.871166182445538,5.796057750765372
Leeds,2006-07,1781,monthly,144750,1.2,63.2,253213,1.3,59.8,150606,1.1,60.9,117009,1.4,62.2,111038,0.7,74.9,215655,0.3,65.9,184,141648,1.3,62.6,1597,2006-01-07,4.5,new,11.882770303874246,5.220355825078324
Leeds,2006-08,1686,monthly,146470,1.2,64.0,256628,1.3,60.6,152411,1.2,61.6,118725,1.5,63.1,111621,0.5,75.3,215828,0.1,66.0,150,143548,1.3,63.4,1536,2006-01-08,4.75,new,11.894582735625702,5.017279836814924
Leeds,2006-09,1695,monthly,147675,0.8,64.5,259676,1.2,61.3,153691,0.8,62.1,119755,0.9,63.7,112122,0.4,75.7,216554,0.3,66.2,169,144824,0.9,64.0,1526,2006-01-09,4.75,new,11.902775963779392,5.135798437050262
Leeds,2006-10,1615,monthly,147898,0.2,64.6,260432,0.3,61.5,153945,0.2,62.2,119752,0.0,63.6,112480,0.3,75.9,216986,0.2,66.3,125,145032,0.1,64.1,1490,2006-01-10,4.75,old,11.904284887350814,4.836281906951478
Leeds,2006-11,1737,monthly,147479,-0.3,64.4,259735,-0.3,61.4,153604,-0.2,62.1,119384,-0.3,63.5,112079,-0.4,75.6,216231,-0.3,66.1,223,144634,-0.3,63.9,1514,2006-01-11,5.0,new,11.901447852348081,5.4116460518550396
Leeds,2006-12,1742,monthly,149874,1.6,65.5,262778,1.2,62.1,155957,1.5,63.1,121540,1.8,64.6,114050,1.8,77.0,219837,1.7,67.2,274,146974,1.6,64.9,1468,2006-01-12,5.0,old,11.917556892329815,5.616771097666572
Leeds,2007-01,1244,monthly,149863,0.0,65.5,262710,0.0,62.1,155943,0.0,63.1,121685,0.1,64.7,113782,-0.2,76.8,219545,-0.1,67.1,140,146989,0.0,64.9,1104,2007-01-01,5.25,old,11.917483495140894,4.948759890378168
Leeds,2007-02,1192,monthly,151125,0.8,66.0,264715,0.8,62.5,157032,0.7,63.5,122627,0.8,65.2,115170,1.2,77.7,222244,1.2,68.0,116,148150,0.8,65.5,1076,2007-01-02,5.25,old,11.925869204934076,4.762173934797756
Leeds,2007-03,1508,monthly,150339,-0.5,65.7,264102,-0.2,62.4,156275,-0.5,63.2,122057,-0.5,64.9,114183,-0.9,77.1,220047,-1.0,67.3,163,147474,-0.5,65.2,1345,2007-01-03,5.25,new,11.920654674731459,5.099866427824199
Leeds,2007-04,1376,monthly,151861,1.0,66.3,266011,0.7,62.8,157790,1.0,63.8,123590,1.3,65.7,115219,0.9,77.8,221168,0.5,67.6,138,149067,1.1,65.9,1238,2007-01-04,5.25,new,11.930727492705524,4.9344739331306915
Leeds,2007-05,1451,monthly,152857,0.7,66.8,266682,0.3,63.0,158738,0.6,64.2,124721,0.9,66.3,115938,0.6,78.2,222793,0.7,68.1,128,150029,0.6,66.3,1323,2007-01-05,5.5,new,11.937264664843688,4.859812404361672
Leeds,2007-06,1917,monthly,153967,0.7,67.3,268261,0.6,63.4,159797,0.7,64.6,125792,0.9,66.9,116759,0.7,78.8,224217,0.6,68.6,307,151136,0.7,66.8,1610,2007-01-06,5.5,new,11.944500067596183,5.730099782973574
Leeds,2007-07,1832,monthly,155813,1.2,68.1,272268,1.5,64.3,161705,1.2,65.4,127252,1.2,67.6,117998,1.1,79.6,227429,1.4,69.5,216,152900,1.2,67.6,1616,2007-01-07,5.75,old,11.95641826717505,5.37989735354046
Leeds,2007-08,1814,monthly,156640,0.5,68.4,275218,1.1,65.0,162721,0.6,65.8,128133,0.7,68.1,117684,-0.3,79.4,225953,-0.6,69.1,186,153956,0.7,68.0,1628,2007-01-08,5.75,new,11.961711841809333,5.231108616854587
Leeds,2007-09,1278,monthly,157612,0.6,68.9,277800,0.9,65.6,163764,0.6,66.2,128835,0.5,68.5,118248,0.5,79.8,226904,0.4,69.4,109,154954,0.6,68.5,1169,2007-01-09,5.75,new,11.96789794031367,4.700480365792417
Leeds,2007-10,1476,monthly,156768,-0.5,68.5,276880,-0.3,65.4,162700,-0.7,65.8,128049,-0.6,68.1,117803,-0.4,79.5,225361,-0.7,68.9,203,154154,-0.5,68.1,1273,2007-01-10,5.75,new,11.962528663270783,5.318119993844216
Leeds,2007-11,1356,monthly,157145,0.2,68.6,277916,0.4,65.7,163101,0.2,65.9,128015,0.0,68.0,118453,0.6,79.9,226857,0.7,69.4,140,154436,0.2,68.2,1216,2007-01-11,5.75,new,11.964930588513289,4.948759890378168
Leeds,2007-12,1126,monthly,156816,-0.2,68.5,276977,-0.3,65.4,162625,-0.3,65.8,127709,-0.2,67.9,118526,0.1,80.0,227355,0.2,69.5,182,154023,-0.3,68.1,944,2007-01-12,5.5,new,11.962834799388945,5.209486152841421
Leeds,2008-01,797,monthly,157611,0.5,68.9,278830,0.7,65.9,163451,0.5,66.1,128277,0.4,68.2,119105,0.5,80.4,228969,0.7,70.0,78,154762,0.5,68.4,719,2008-01-01,5.5,old,11.96789159563923,4.3694478524670215
Leeds,2008-02,828,monthly,155977,-1.0,68.1,276002,-1.0,65.2,161655,-1.1,65.4,126937,-1.0,67.5,117979,-0.9,79.6,229089,0.1,70.1,54,152869,-1.2,67.5,774,2008-01-02,5.25,new,11.957470250645597,4.007333185232471
Leeds,2008-03,691,monthly,154541,-0.9,67.5,274283,-0.6,64.8,160452,-0.7,64.9,125666,-1.0,66.8,116456,-1.3,78.6,227852,-0.5,69.7,81,151350,-1.0,66.9,610,2008-01-03,5.25,old,11.948221183037067,4.406719247264253
Leeds,2008-04,824,monthly,153134,-0.9,66.9,272302,-0.7,64.3,159024,-0.9,64.3,124663,-0.8,66.3,115034,-1.2,77.6,226593,-0.6,69.3,108,149867,-1.0,66.2,716,2008-01-04,5.0,new,11.939075164271225,4.6913478822291435
Leeds,2008-05,871,monthly,153054,-0.1,66.9,271785,-0.2,64.2,159052,0.0,64.3,124752,0.1,66.3,114723,-0.3,77.4,225433,-0.5,68.9,119,149921,0.0,66.2,752,2008-01-05,5.0,old,11.938552612902335,4.787491742782046
Leeds,2008-06,881,monthly,152512,-0.4,66.6,270472,-0.5,63.9,158406,-0.4,64.0,124416,-0.3,66.1,114347,-0.3,77.2,224235,-0.5,68.6,218,149442,-0.3,66.0,663,2008-01-06,5.0,new,11.935005117298017,5.389071729816501
Leeds,2008-07,762,monthly,150172,-1.5,65.6,266011,-1.6,62.8,156228,-1.4,63.2,122314,-1.7,65.0,112653,-1.5,76.0,219909,-1.9,67.2,134,147263,-1.5,65.1,628,2008-01-07,5.0,new,11.919543241833775,4.90527477843843
Leeds,2008-08,641,monthly,147437,-1.8,64.4,261814,-1.6,61.9,153392,-1.8,62.0,120061,-1.8,63.8,110469,-1.9,74.6,214208,-2.6,65.5,96,144802,-1.7,64.0,545,2008-01-08,5.0,old,11.901163027411767,4.574710978503383
Leeds,2008-09,574,monthly,144615,-1.9,63.2,258939,-1.1,61.2,150297,-2.0,60.8,117557,-2.1,62.5,108308,-2.0,73.1,209249,-2.3,64.0,100,142143,-1.8,62.8,474,2008-01-09,5.0,old,11.881837232654691,4.61512051684126
Leeds,2008-10,661,monthly,141511,-2.1,61.8,253893,-1.9,60.0,147008,-2.2,59.4,114913,-2.2,61.1,106100,-2.0,71.6,204504,-2.3,62.5,114,139125,-2.1,61.5,547,2008-01-10,4.5,old,11.860139798123344,4.74493212836325
Leeds,2008-11,514,monthly,137970,-2.5,60.3,248029,-2.3,58.6,143442,-2.4,58.0,111796,-2.7,59.4,103539,-2.4,69.9,200587,-1.9,61.3,110,135486,-2.6,59.9,404,2008-01-11,3.0,new,11.834798797128267,4.709530201312334
Leeds,2008-12,547,monthly,133992,-2.9,58.5,239620,-3.4,56.6,139541,-2.7,56.4,108746,-2.7,57.8,100350,-3.1,67.7,194337,-3.1,59.4,162,131641,-2.8,58.2,385,2008-01-12,2.0,old,11.805542838762584,5.093750200806762
Leeds,2009-01,388,monthly,131365,-2.0,57.4,235618,-1.7,55.7,136714,-2.0,55.3,106437,-2.1,56.6,98570,-1.8,66.5,191346,-1.5,58.5,45,128954,-2.0,57.0,343,2009-01-01,1.5,new,11.78574259964801,3.828641396489095
Leeds,2009-02,375,monthly,129229,-1.6,56.5,231626,-1.7,54.7,134421,-1.7,54.3,104585,-1.7,55.6,97296,-1.3,65.7,188838,-1.3,57.7,52,126784,-1.7,56.0,323,2009-01-02,1.0,new,11.769349041519238,3.970291913552122
Leeds,2009-03,484,monthly,127184,-1.6,55.6,228079,-1.5,53.9,132119,-1.7,53.4,102567,-1.9,54.5,96558,-0.8,65.2,187977,-0.5,57.5,80,124515,-1.8,55.0,404,2009-01-03,0.5,old,11.753397998406212,4.394449154672439
Leeds,2009-04,594,monthly,127044,-0.1,55.5,226379,-0.7,53.5,132120,0.0,53.4,102568,0.0,54.5,96564,0.0,65.2,188253,0.1,57.6,121,124323,-0.2,54.9,473,2009-01-04,0.5,old,11.752296633389088,4.804021044733257
Leeds,2009-05,640,monthly,127431,0.3,55.7,226371,0.0,53.5,132569,0.3,53.6,103121,0.5,54.8,96656,0.1,65.2,188179,0.0,57.5,101,124775,0.4,55.1,539,2009-01-05,0.5,new,11.755338167974474,4.624972813284271
Leeds,2009-06,740,monthly,130309,2.3,56.9,231363,2.2,54.7,135816,2.4,54.9,105737,2.5,56.2,98023,1.4,66.2,190394,1.2,58.2,159,127824,2.4,56.5,581,2009-01-06,0.5,new,11.777671506138951,5.075173815233827
Leeds,2009-07,786,monthly,132500,1.7,57.9,235794,1.9,55.7,138322,1.8,55.9,107710,1.9,57.2,98815,0.8,66.7,191865,0.8,58.7,77,130169,1.8,57.5,709,2009-01-07,0.5,old,11.794345471549745,4.356708826689592
Leeds,2009-08,792,monthly,135563,2.3,59.2,242373,2.8,57.3,141668,2.4,57.3,110315,2.4,58.6,100283,1.5,67.7,194529,1.4,59.5,93,133384,2.5,58.9,699,2009-01-08,0.5,old,11.81719913251493,4.543294782270004
Leeds,2009-09,802,monthly,137133,1.2,59.9,245824,1.4,58.1,143420,1.2,58.0,111540,1.1,59.3,101122,0.8,68.2,196452,1.0,60.1,107,134967,1.2,59.6,695,2009-01-09,0.5,old,11.828713828969779,4.68213122712422
Leeds,2009-10,818,monthly,138137,0.7,60.3,248082,0.9,58.6,144665,0.9,58.5,112354,0.7,59.7,101410,0.3,68.4,196984,0.3,60.2,128,136060,0.8,60.1,690,2009-01-10,0.5,new,11.836008464472425,4.859812404361672
Leeds,2009-11,742,monthly,138426,0.2,60.5,248868,0.3,58.8,144990,0.2,58.6,112702,0.3,59.9,101317,-0.1,68.4,197105,0.1,60.3,111,136379,0.2,60.3,631,2009-01-11,0.5,new,11.838098389843973,4.718498871295094
Leeds,2009-12,957,monthly,139799,1.0,61.1,250020,0.5,59.1,146599,1.1,59.3,114265,1.4,60.7,101846,0.5,68.7,198007,0.5,60.5,122,137856,1.1,60.9,835,2009-01-12,0.5,new,11.847968108781847,4.812184355372417
Leeds,2010-01,428,monthly,139556,-0.2,61.0,251001,0.4,59.3,146657,0.0,59.3,114041,-0.2,60.6,100758,-1.1,68.0,194873,-1.6,59.6,37,137952,0.1,60.9,391,2010-01-01,0.5,new,11.846228398938969,3.6375861597263857
Leeds,2010-02,564,monthly,139757,0.1,61.1,251908,0.4,59.5,147327,0.5,59.6,114076,0.0,60.6,100310,-0.4,67.7,195024,0.1,59.6,55,138229,0.2,61.1,509,2010-01-02,0.5,new,11.847667634459409,4.02535169073515
Leeds,2010-03,599,monthly,137768,-1.4,60.2,250732,-0.5,59.2,145232,-1.4,58.7,111938,-1.9,59.5,98991,-1.3,66.8,193028,-1.0,59.0,55,136252,-1.4,60.2,544,2010-01-03,0.5,new,11.833333648538034,4.02535169073515
Leeds,2010-04,626,monthly,138367,0.4,60.4,250889,0.1,59.3,145828,0.4,59.0,112464,0.5,59.8,99845,0.9,67.4,195662,1.4,59.8,67,136675,0.3,60.4,559,2010-01-04,0.5,old,11.837672081558825,4.219507705176107
Leeds,2010-05,758,monthly,138604,0.2,60.5,251286,0.2,59.4,145928,0.1,59.0,112674,0.2,59.9,100251,0.4,67.7,195330,-0.2,59.7,192,136970,0.2,60.5,566,2010-01-05,0.5,new,11.839383440123326,5.262690188904886
Leeds,2010-06,809,monthly,139833,0.9,61.1,253048,0.7,59.8,147371,1.0,59.6,113944,1.1,60.6,100586,0.3,67.9,195610,0.1,59.8,135,138318,1.0,61.1,674,2010-01-06,0.5,new,11.848211283790377,4.912654885736052
Leeds,2010-07,806,monthly,140867,0.7,61.5,256228,1.3,60.5,148490,0.8,60.0,114786,0.7,61.0,100678,0.1,67.9,195443,-0.1,59.8,75,139494,0.9,61.6,731,2010-01-07,0.5,new,11.855578560666522,4.330733340286331
Leeds,2010-08,788,monthly,142555,1.2,62.3,260131,1.5,61.5,150634,1.4,60.9,115909,1.0,61.6,101346,0.7,68.4,197263,0.9,60.3,90,141214,1.2,62.4,698,2010-01-08,0.5,old,11.8674901839496,4.51085950651685
Leeds,2010-09,713,monthly,142807,0.2,62.4,261988,0.7,61.9,150849,0.1,61.0,115913,0.0,61.6,101340,0.0,68.4,198119,0.4,60.6,87,141417,0.1,62.5,626,2010-01-09,0.5,new,11.869256349727388,4.477336814478207
Leeds,2010-10,721,monthly,141573,-0.9,61.8,259681,-0.9,61.4,149528,-0.9,60.5,114759,-1.0,61.0,100798,-0.5,68.0,198615,0.3,60.7,51,139987,-1.0,61.8,670,2010-01-10,0.5,new,11.860577827563098,3.9512437185814275
Leeds,2010-11,603,monthly,138603,-2.1,60.5,254761,-1.9,60.2,146162,-2.3,59.1,112284,-2.2,59.7,98960,-1.8,66.8,195280,-1.7,59.7,57,136973,-2.2,60.5,546,2010-01-11,0.5,old,11.839376225350357,4.060443010546419
Leeds,2010-12,629,monthly,137311,-0.9,60.0,252009,-1.1,59.5,144954,-0.8,58.6,111056,-1.1,59.0,98290,-0.7,66.3,194918,-0.2,59.6,78,135563,-1.0,59.9,551,2010-01-12,0.5,new,11.830010987791251,4.3694478524670215
Leeds,2011-01,454,monthly,137254,0.0,60.0,253004,0.4,59.8,144753,-0.1,58.5,110793,-0.2,58.9,98397,0.1,66.4,195946,0.5,59.9,34,135405,-0.1,59.8,420,2011-01-01,0.5,new,11.82959578858072,3.5553480614894135
Leeds,2011-02,462,monthly,137964,0.5,60.3,255095,0.8,60.3,145218,0.3,58.7,111348,0.5,59.2,99086,0.7,66.9,198407,1.3,60.7,47,135972,0.4,60.1,415,2011-01-02,0.5,new,11.834755308783135,3.871201010907891
Leeds,2011-03,495,monthly,136854,-0.8,59.8,254621,-0.2,60.2,143861,-0.9,58.2,110274,-1.0,58.6,98248,-0.8,66.3,197580,-0.4,60.4,75,134820,-0.8,59.6,420,2011-01-03,0.5,new,11.826677250155061,4.330733340286331
Leeds,2011-04,662,monthly,136088,-0.6,59.5,252670,-0.8,59.7,142993,-0.6,57.8,109803,-0.4,58.4,97767,-0.5,66.0,196703,-0.4,60.1,62,134047,-0.6,59.2,600,2011-01-04,0.5,new,11.821064362448888,4.143134726391533
Leeds,2011-05,626,monthly,135900,-0.1,59.4,250821,-0.7,59.3,142946,0.0,57.8,109622,-0.2,58.3,98124,0.4,66.2,197598,0.5,60.4,62,133773,-0.2,59.1,564,2011-01-05,0.5,old,11.819681958463892,4.143134726391533
Leeds,2011-06,654,monthly,137498,1.2,60.1,251572,0.3,59.4,144807,1.3,58.5,111181,1.4,59.1,99415,1.3,67.1,199085,0.8,60.9,97,135410,1.2,59.8,557,2011-01-06,0.5,old,11.831371923335045,4.584967478670572
Leeds,2011-07,764,monthly,137002,-0.4,59.9,250014,-0.6,59.1,144318,-0.3,58.4,110773,-0.4,58.9,99321,-0.1,67.0,198631,-0.2,60.7,50,134902,-0.4,59.6,714,2011-01-07,0.5,old,11.827758102380727,3.9318256327243257
Leeds,2011-08,796,monthly,136805,-0.1,59.8,250461,0.2,59.2,144371,0.0,58.4,110679,-0.1,58.8,98137,-1.2,66.2,196359,-1.1,60.0,61,134861,0.0,59.6,735,2011-01-08,0.5,new,11.826319142857903,4.127134385045092
Leeds,2011-09,770,monthly,136455,-0.3,59.6,251259,0.3,59.4,143950,-0.3,58.2,110382,-0.3,58.7,97326,-0.8,65.7,194933,-0.7,59.6,69,134589,-0.2,59.5,701,2011-01-09,0.5,new,11.82375749732071,4.248495242049359
Leeds,2011-10,701,monthly,136308,-0.1,59.5,251918,0.3,59.5,144073,0.1,58.3,110083,-0.3,58.5,96603,-0.7,65.2,194041,-0.5,59.3,77,134497,-0.1,59.4,624,2011-01-10,0.5,new,11.822679646319067,4.356708826689592
Leeds,2011-11,755,monthly,134641,-1.2,58.8,248947,-1.2,58.8,142212,-1.3,57.5,108548,-1.4,57.7,95951,-0.7,64.8,192919,-0.6,59.0,104,132754,-1.3,58.7,651,2011-01-11,0.5,old,11.810374683180981,4.653960350157523
Leeds,2011-12,683,monthly,134680,0.0,58.8,247871,-0.4,58.6,142441,0.2,57.6,108518,0.0,57.7,96289,0.4,65.0,194052,0.6,59.3,101,132709,0.0,58.6,582,2011-01-12,0.5,new,11.81066429825487,4.624972813284271
Leeds,2012-01,580,monthly,134497,-0.1,58.8,246570,-0.5,58.3,142336,-0.1,57.5,108584,0.1,57.7,96007,-0.3,64.8,193783,-0.1,59.3,52,132529,-0.1,58.6,528,2012-01-01,0.5,new,11.809304608024997,3.970291913552122
Leeds,2012-02,488,monthly,134378,-0.1,58.7,246211,-0.1,58.2,142286,0.0,57.5,108745,0.1,57.8,95304,-0.7,64.3,192873,-0.5,59.0,47,132470,0.0,58.5,441,2012-01-02,0.5,old,11.808419444862883,3.871201010907891
Leeds,2012-03,797,monthly,133822,-0.4,58.5,244530,-0.7,57.8,141624,-0.5,57.3,108618,-0.1,57.7,94794,-0.5,64.0,192284,-0.3,58.8,125,131901,-0.4,58.3,672,2012-01-03,0.5,new,11.804273310259191,4.836281906951478
Leeds,2012-04,532,monthly,134201,0.3,58.6,245423,0.4,58.0,141885,0.2,57.4,108846,0.2,57.9,95423,0.7,64.4,192968,0.4,59.0,48,132263,0.3,58.4,484,2012-01-04,0.5,old,11.807101406538326,3.8918202981106265
Leeds,2012-05,639,monthly,135045,0.6,59.0,246363,0.4,58.2,142705,0.6,57.7,109579,0.7,58.2,96402,1.0,65.1,194367,0.7,59.4,70,133080,0.6,58.8,569,2012-01-05,0.5,old,11.813370740122364,4.2626798770413155
Leeds,2012-06,757,monthly,135310,0.2,59.1,246943,0.2,58.3,142868,0.1,57.8,109948,0.3,58.4,96466,0.1,65.1,193861,-0.3,59.3,92,133415,0.3,58.9,665,2012-01-06,0.5,old,11.815331111667156,4.532599493153256
Leeds,2012-07,725,monthly,135042,-0.2,59.0,246250,-0.3,58.2,142531,-0.2,57.6,109995,0.0,58.5,95946,-0.5,64.8,191735,-1.1,58.6,54,133298,-0.1,58.9,671,2012-01-07,0.5,new,11.81334852522283,4.007333185232471
Leeds,2012-08,771,monthly,135678,0.5,59.3,247359,0.5,58.4,143245,0.5,57.9,110763,0.7,58.9,95814,-0.1,64.7,191185,-0.3,58.5,82,134048,0.6,59.2,689,2012-01-08,0.5,new,11.81804708071555,4.418840607796598
Leeds,2012-09,643,monthly,136380,0.5,59.6,249545,0.9,59.0,143982,0.5,58.2,111202,0.4,59.1,96112,0.3,64.9,191601,0.2,58.6,71,134791,0.6,59.6,572,2012-01-09,0.5,new,11.8232077185012,4.276666119016055
Leeds,2012-10,693,monthly,135011,-1.0,59.0,246875,-1.1,58.3,142599,-1.0,57.7,109999,-1.1,58.5,95283,-0.9,64.3,191785,0.1,58.6,62,133260,-1.1,58.9,631,2012-01-10,0.5,new,11.813118942359072,4.143134726391533
Leeds,2012-11,766,monthly,134303,-0.5,58.7,245833,-0.4,58.1,141811,-0.6,57.3,109302,-0.6,58.1,94981,-0.3,64.1,192881,0.6,59.0,88,132385,-0.7,58.5,678,2012-01-11,0.5,new,11.807861166133318,4.48863636973214
Leeds,2012-12,696,monthly,132874,-1.1,58.0,243288,-1.0,57.5,140395,-1.0,56.8,108035,-1.2,57.4,93954,-1.1,63.4,192867,0.0,59.0,98,130807,-1.2,57.8,598,2012-01-12,0.5,new,11.797164115644248,4.59511985013459
Leeds,2013-01,525,monthly,134011,0.9,58.5,245849,1.1,58.1,141811,1.0,57.3,108871,0.8,57.9,94232,0.3,63.6,192998,0.1,59.0,32,132053,1.0,58.3,493,2013-01-01,0.5,new,11.805684627162291,3.4965075614664802
Leeds,2013-02,566,monthly,134885,0.7,58.9,247706,0.8,58.5,142721,0.6,57.7,109547,0.6,58.2,94786,0.6,64.0,193163,0.1,59.1,56,133002,0.7,58.8,510,2013-01-02,0.5,old,11.812185256232064,4.04305126783455
Leeds,2013-03,731,monthly,133867,-0.8,58.5,246505,-0.5,58.2,141605,-0.8,57.3,108499,-1.0,57.7,94222,-0.6,63.6,191514,-0.9,58.6,97,132004,-0.7,58.3,634,2013-01-03,0.5,new,11.804609518801307,4.584967478670572
Leeds,2013-04,651,monthly,134021,0.1,58.5,246712,0.1,58.3,141482,-0.1,57.2,108738,0.2,57.8,94715,0.5,63.9,193401,1.0,59.1,64,132009,0.0,58.3,587,2013-01-04,0.5,old,11.805759244561612,4.174387269895637
Leeds,2013-05,823,monthly,132332,-1.3,57.8,243320,-1.4,57.5,139697,-1.3,56.5,107337,-1.3,57.1,93752,-1.0,63.3,191676,-0.9,58.6,91,130282,-1.3,57.6,732,2013-01-05,0.5,new,11.793076752106357,4.5217885770490405
Leeds,2013-06,978,monthly,133578,0.9,58.4,244516,0.5,57.8,141070,1.0,57.0,108694,1.3,57.8,94395,0.7,63.7,192440,0.4,58.8,197,131600,1.0,58.1,781,2013-01-06,0.5,new,11.802448342100984,5.288267030694535
Leeds,2013-07,930,monthly,134482,0.7,58.7,245837,0.5,58.1,142013,0.7,57.4,109570,0.8,58.2,94950,0.6,64.1,192458,0.0,58.8,75,132605,0.8,58.6,855,2013-01-07,0.5,new,11.809193075983584,4.330733340286331
Leeds,2013-08,1063,monthly,135253,0.6,59.1,247089,0.5,58.4,142878,0.6,57.8,110306,0.7,58.6,95248,0.3,64.3,192893,0.2,59.0,115,133424,0.6,58.9,948,2013-01-08,0.5,old,11.814909771132768,4.7535901911063645
Leeds,2013-09,860,monthly,136960,1.3,59.8,251394,1.7,59.4,144631,1.2,58.5,111465,1.1,59.2,96376,1.2,65.0,195894,1.6,59.9,86,135057,1.2,59.7,774,2013-01-09,0.5,old,11.827451492750782,4.465908118654584
Leeds,2013-10,1072,monthly,136314,-0.5,59.5,251160,-0.1,59.3,144065,-0.4,58.2,110586,-0.8,58.8,95903,-0.5,64.7,196292,0.2,60.0,102,134304,-0.6,59.3,970,2013-01-10,0.5,old,11.822723662986718,4.634728988229636
Leeds,2013-11,1118,monthly,137778,1.1,60.2,254211,1.2,60.1,145715,1.1,58.9,111568,0.9,59.3,96963,1.1,65.4,199187,1.5,60.9,107,135676,1.0,59.9,1011,2013-01-11,0.5,old,11.833406231173395,4.68213122712422
Leeds,2013-12,1028,monthly,138396,0.4,60.5,254118,0.0,60.0,146581,0.6,59.3,112092,0.5,59.6,97609,0.7,65.9,200905,0.9,61.4,160,136214,0.4,60.2,868,2013-01-12,0.5,new,11.837881645630194,5.081404364984463
Leeds,2014-01,945,monthly,139525,0.8,61.0,255675,0.6,60.4,147784,0.8,59.8,113179,1.0,60.2,98313,0.7,66.3,202189,0.6,61.8,59,137356,0.8,60.7,886,2014-01-01,0.5,old,11.846006242805291,4.0943445622221
Leeds,2014-02,863,monthly,139444,-0.1,60.9,255664,0.0,60.4,147661,-0.1,59.7,113204,0.0,60.2,98072,-0.2,66.2,202970,0.4,62.1,50,137215,-0.1,60.6,813,2014-01-02,0.5,new,11.84542553726761,3.9318256327243257
Leeds,2014-03,955,monthly,138277,-0.8,60.4,253519,-0.8,59.9,146447,-0.8,59.2,112266,-0.8,59.7,97146,-0.9,65.6,200982,-1.0,61.5,85,136105,-0.8,60.1,870,2014-01-03,0.5,new,11.837021430523386,4.454347296253507
Leeds,2014-04,970,monthly,139474,0.9,60.9,255228,0.7,60.3,147643,0.8,59.7,113440,1.0,60.3,97943,0.8,66.1,203457,1.2,62.2,86,137234,0.8,60.6,884,2014-01-04,0.5,old,11.84564065271373,4.465908118654584
