region,month_id,sales_volume,property_type,avg_price,price_change,annual_change,detached_price,detached_change,detached_annual,semi_price,semi_change,semi_annual,terraced_price,terraced_change,terraced_annual,flat_price,flat_change,flat_annual,cash_price,cash_change,cash_annual,cash_sales,mortgage_price,mortgage_change,mortgage_annual,mortgage_sales,date,interest_rate,property_age,avg_price_log,cash_sales_log
Leeds,2014-05,1078,monthly,141466,1.4,61.8,258031,1.1,61.0,149720,1.4,60.5,115230,1.6,61.2,99450,1.5,67.1,206555,1.5,63.2,92,139180,1.4,61.5,986,2014-01-05,0.5,old,11.859821753318752,4.532599493153256
Leeds,2014-06,1155,monthly,143398,1.4,62.6,261431,1.3,61.8,151816,1.4,61.4,116894,1.4,62.1,100606,1.2,67.9,209002,1.2,63.9,193,141107,1.4,62.3,962,2014-01-06,0.5,old,11.873386233622645,5.267858159063328
Leeds,2014-07,1157,monthly,144649,0.9,63.2,263549,0.8,62.3,153250,0.9,62.0,117982,0.9,62.7,101244,0.6,68.3,209720,0.3,64.1,70,142413,0.9,62.9,1087,2014-01-07,0.5,old,11.882072310404281,4.2626798770413155
Leeds,2014-08,1138,monthly,145497,0.6,63.6,265452,0.7,62.7,154278,0.7,62.4,118660,0.6,63.1,101483,0.2,68.5,209021,-0.3,63.9,57,143380,0.7,63.3,1081,2014-01-08,0.5,old,11.887917619794743,4.060443010546419
Leeds,2014-09,1078,monthly,146948,1.0,64.2,268320,1.1,63.4,155753,1.0,63.0,119919,1.1,63.7,102349,0.9,69.1,209905,0.4,64.2,85,144892,1.1,64.0,993,2014-01-09,0.5,old,11.897840866788183,4.454347296253507
Leeds,2014-10,1237,monthly,147341,0.3,64.4,269341,0.4,63.6,156270,0.3,63.2,120059,0.1,63.8,102665,0.3,69.3,210488,0.3,64.4,130,145278,0.3,64.2,1107,2014-01-10,0.5,old,11.9005116941911,4.875197323201151
Leeds,2014-11,993,monthly,146663,-0.5,64.1,268382,-0.4,63.4,155626,-0.4,62.9,119298,-0.6,63.4,102341,-0.3,69.1,209355,-0.5,64.0,80,144621,-0.5,63.9,913,2014-01-11,0.5,old,11.895899535242862,4.394449154672439
Leeds,2014-12,974,monthly,146514,-0.1,64.0,268433,0.0,63.4,155464,-0.1,62.9,118980,-0.3,63.2,102475,0.1,69.2,210578,0.6,64.4,145,144375,-0.2,63.8,829,2014-01-12,0.5,new,11.894883091276354,4.983606621708336
Leeds,2015-01,760,monthly,146125,-0.3,63.8,267726,-0.3,63.3,155043,-0.3,62.7,118599,-0.3,63.0,102341,-0.1,69.1,211284,0.3,64.6,57,143906,-0.3,63.6,703,2015-01-01,0.5,old,11.892224542206899,4.060443010546419
Leeds,2015-02,837,monthly,145986,-0.1,63.8,267351,-0.1,63.2,154661,-0.2,62.5,118576,0.0,63.0,102509,0.2,69.2,213394,1.0,65.3,78,143618,-0.2,63.5,759,2015-01-02,0.5,old,11.89127285563019,4.3694478524670215
Leeds,2015-03,898,monthly,145228,-0.5,63.4,266368,-0.4,62.9,153961,-0.5,62.2,117714,-0.7,62.6,102108,-0.4,68.9,213305,0.0,65.2,133,142813,-0.6,63.1,765,2015-01-03,0.5,new,11.886067085948453,4.897839799950911
Leeds,2015-04,879,monthly,145900,0.5,63.7,267969,0.6,63.3,154620,0.4,62.5,118324,0.5,62.9,102383,0.3,69.1,214269,0.5,65.5,96,143474,0.5,63.4,783,2015-01-04,0.5,old,11.890683588496984,4.574710978503383
Leeds,2015-05,1001,monthly,147908,1.4,64.6,271354,1.3,64.1,156960,1.5,63.5,119863,1.3,63.7,103749,1.3,70.0,216307,1.0,66.1,127,145497,1.4,64.3,874,2015-01-05,0.5,new,11.904352498774465,4.852030263919617
Leeds,2015-06,1183,monthly,149566,1.1,65.3,273762,0.9,64.7,158815,1.2,64.2,121597,1.4,64.6,104281,0.5,70.4,216107,-0.1,66.1,181,147268,1.2,65.1,1002,2015-01-06,0.5,new,11.915499731954057,5.204006687076795
Leeds,2015-07,1222,monthly,151518,1.3,66.2,276659,1.1,65.4,161066,1.4,65.1,123178,1.3,65.5,105655,1.3,71.3,217860,0.8,66.6,79,149247,1.3,65.9,1143,2015-01-07,0.5,old,11.92846630860932,4.382026634673881
Leeds,2015-08,1101,monthly,153033,1.0,66.9,279577,1.1,66.1,162702,1.0,65.8,124558,1.1,66.2,106324,0.6,71.8,218813,0.4,66.9,75,150806,1.0,66.6,1026,2015-01-08,0.5,new,11.938415397909093,4.330733340286331
Leeds,2015-09,1062,monthly,154661,1.1,67.6,283838,1.5,67.1,164322,1.0,66.4,125629,0.9,66.8,107574,1.2,72.6,221657,1.3,67.8,96,152382,1.0,67.3,966,2015-01-09,0.5,new,11.948997369671293,4.574710978503383
Leeds,2015-10,1270,monthly,155642,0.6,68.0,286530,0.9,67.7,165466,0.7,66.9,126339,0.6,67.2,107887,0.3,72.8,222881,0.6,68.2,98,153358,0.6,67.8,1172,2015-01-10,0.5,new,11.955320202163303,4.59511985013459
Leeds,2015-11,1086,monthly,155349,-0.2,67.9,286484,0.0,67.7,165265,-0.1,66.8,125921,-0.3,66.9,107641,-0.2,72.6,222784,0.0,68.1,88,153052,-0.2,67.6,998,2015-01-11,0.5,new,11.953435914821194,4.48863636973214
Leeds,2015-12,1043,monthly,157722,1.5,68.9,290663,1.5,68.7,167932,1.6,67.9,127865,1.5,68.0,109102,1.4,73.6,228098,2.4,69.7,103,155287,1.5,68.6,940,2015-01-12,0.5,old,11.968595608860628,4.6443908991413725
Leeds,2016-01,828,monthly,157100,-0.4,68.6,289107,-0.5,68.3,167488,-0.3,67.7,127230,-0.5,67.6,108746,-0.3,73.4,227817,-0.1,69.7,59,154642,-0.4,68.3,769,2016-01-01,0.5,new,11.964644189595829,4.0943445622221
Leeds,2016-02,932,monthly,157225,0.1,68.7,289349,0.1,68.4,167636,0.1,67.8,127430,0.2,67.7,108616,-0.1,73.3,227604,-0.1,69.6,66,154786,0.1,68.4,866,2016-01-02,0.5,old,11.965439539703132,4.204692619390966
Leeds,2016-03,1574,monthly,154251,-1.9,67.4,283944,-1.9,67.1,164400,-1.9,66.5,124954,-1.9,66.4,106761,-1.7,72.0,219953,-3.4,67.3,125,152039,-1.8,67.2,1449,2016-01-03,0.5,new,11.94634290764792,4.836281906951478
Leeds,2016-04,725,monthly,155817,1.0,68.1,286705,1.0,67.7,165754,0.8,67.0,126435,1.2,67.2,107991,1.2,72.9,224494,2.1,68.6,66,153461,0.9,67.8,659,2016-01-04,0.5,new,11.956443938479667,4.204692619390966
Leeds,2016-05,926,monthly,158884,2.0,69.4,291273,1.6,68.8,168733,1.8,68.2,129025,2.0,68.6,110830,2.6,74.8,233703,4.1,71.5,86,156230,1.8,69.0,840,2016-01-05,0.5,new,11.975935949075865,4.465908118654584
Leeds,2016-06,1105,monthly,161794,1.8,70.7,295870,1.6,69.9,171700,1.8,69.4,131598,2.0,69.9,112969,1.9,76.2,241314,3.3,73.8,172,158913,1.7,70.2,933,2016-01-06,0.5,new,11.994085380780463,5.153291594497779
Leeds,2016-07,1189,monthly,164305,1.6,71.8,300209,1.5,70.9,174273,1.5,70.5,133716,1.6,71.1,114831,1.6,77.5,243400,0.9,74.4,81,161465,1.6,71.3,1108,2016-01-07,0.5,old,12.009485821922176,4.406719247264253
Leeds,2016-08,1248,monthly,165088,0.5,72.1,302203,0.7,71.4,175148,0.5,70.8,134281,0.4,71.4,115206,0.3,77.7,241137,-0.9,73.7,77,162413,0.6,71.8,1171,2016-01-08,0.25,old,12.014240001401491,4.356708826689592
Leeds,2016-09,1110,monthly,166423,0.8,72.7,304904,0.9,72.0,176736,0.9,71.5,135118,0.6,71.8,116228,0.9,78.4,242933,0.7,74.3,87,163734,0.8,72.3,1023,2016-01-09,0.25,new,12.02229402773822,4.477336814478207
Leeds,2016-10,990,monthly,165017,-0.8,72.1,303502,-0.5,71.7,175412,-0.7,70.9,133446,-1.2,70.9,115500,-0.6,77.9,241997,-0.4,74.0,61,162293,-0.9,71.7,929,2016-01-10,0.25,new,12.013809837841828,4.127134385045092
Leeds,2016-11,1037,monthly,164170,-0.5,71.7,303441,0.0,71.7,174630,-0.4,70.6,132263,-0.9,70.3,115044,-0.4,77.6,242479,0.2,74.1,107,161369,-0.6,71.3,930,2016-01-11,0.25,old,12.00866384651689,4.68213122712422
Leeds,2016-12,1127,monthly,164405,0.1,71.8,304448,0.3,71.9,174692,0.0,70.6,132332,0.1,70.3,115505,0.4,78.0,244136,0.7,74.7,148,161532,0.1,71.4,979,2016-01-12,0.25,new,12.010094257288605,5.003946305945459
Leeds,2017-01,904,monthly,164366,0.0,71.8,304722,0.1,72.0,174458,-0.1,70.5,132318,0.0,70.3,115606,0.1,78.0,246055,0.8,75.2,105,161392,-0.1,71.3,799,2017-01-01,0.25,new,12.009857011528261,4.663439094112067
Leeds,2017-02,936,monthly,164929,0.3,72.1,305181,0.2,72.1,174696,0.1,70.6,132939,0.5,70.7,116444,0.7,78.6,247953,0.8,75.8,77,161880,0.3,71.5,859,2017-01-02,0.25,new,12.013276420442198,4.356708826689592
Leeds,2017-03,1041,monthly,164419,-0.3,71.8,304445,-0.2,71.9,174134,-0.3,70.4,132374,-0.4,70.4,116291,-0.1,78.5,248310,0.1,75.9,72,161315,-0.3,71.3,969,2017-01-03,0.25,old,12.010179408706124,4.290459441148391
Leeds,2017-04,902,monthly,165280,0.5,72.2,305697,0.4,72.2,174885,0.4,70.7,133112,0.6,70.8,117176,0.8,79.1,248188,0.0,75.9,70,162214,0.6,71.7,832,2017-01-04,0.25,old,12.015402334673981,4.2626798770413155
Leeds,2017-05,1015,monthly,166591,0.8,72.8,307152,0.5,72.6,176557,1.0,71.4,134062,0.7,71.3,118241,0.9,79.8,249755,0.6,76.4,67,163516,0.8,72.2,948,2017-01-05,0.25,old,12.023302988354237,4.219507705176107
Leeds,2017-06,1311,monthly,168360,1.1,73.5,309101,0.6,73.0,178371,1.0,72.1,135705,1.2,72.1,119694,1.2,80.8,250665,0.4,76.6,250,165319,1.1,73.0,1061,2017-01-06,0.25,new,12.03386576251999,5.5254529391317835
Leeds,2017-07,1078,monthly,170970,1.6,74.7,312983,1.3,73.9,181317,1.7,73.3,137858,1.6,73.3,121547,1.5,82.0,254165,1.4,77.7,50,167897,1.6,74.2,1028,2017-01-07,0.25,new,12.049249230459402,3.9318256327243257
Leeds,2017-08,1155,monthly,171572,0.4,75.0,314384,0.4,74.3,181844,0.3,73.5,138584,0.5,73.7,121613,0.1,82.1,253586,-0.2,77.5,73,168545,0.4,74.5,1082,2017-01-08,0.25,old,12.052764110999002,4.30406509320417
Leeds,2017-09,1106,monthly,172239,0.4,75.2,316651,0.7,74.8,182624,0.4,73.8,139070,0.4,73.9,121683,0.1,82.1,254881,0.5,77.9,81,169188,0.4,74.7,1025,2017-01-09,0.25,old,12.056644132038244,4.406719247264253
Leeds,2017-10,1120,monthly,171459,-0.5,74.9,316150,-0.2,74.7,182001,-0.3,73.6,138288,-0.6,73.5,120760,-0.8,81.5,254125,-0.3,77.7,76,168406,-0.5,74.4,1044,2017-01-10,0.25,old,12.052105282232747,4.343805421853684
Leeds,2017-11,1110,monthly,171741,0.2,75.0,317091,0.3,74.9,182651,0.4,73.8,138262,0.0,73.5,120739,0.0,81.5,254451,0.1,77.8,80,168687,0.2,74.5,1030,2017-01-11,0.5,old,12.053748629669323,4.394449154672439
Leeds,2017-12,1104,monthly,173365,0.9,75.7,319687,0.8,75.5,184731,1.1,74.7,139585,1.0,74.2,121509,0.6,82.0,256643,0.9,78.5,137,170291,1.0,75.2,967,2017-01-12,0.5,new,12.063160245671318,4.927253685157205
Leeds,2018-01,839,monthly,174272,0.5,76.1,321287,0.5,75.9,185799,0.6,75.1,140217,0.5,74.5,122197,0.6,82.5,259265,1.0,79.3,56,171133,0.5,75.6,783,2018-01-01,0.5,old,12.068378314173414,4.04305126783455
Leeds,2018-02,921,monthly,174111,-0.1,76.1,321756,0.1,76.0,185486,-0.2,75.0,140150,0.0,74.5,121934,-0.2,82.3,264673,2.1,80.9,136,170685,-0.3,75.4,785,2018-01-02,0.5,new,12.067454049285653,4.919980925828125
Leeds,2018-03,925,monthly,173013,-0.6,75.6,320112,-0.5,75.6,184332,-0.6,74.5,139331,-0.6,74.1,120982,-0.8,81.6,264922,0.1,81.0,93,169538,-0.7,74.9,832,2018-01-03,0.5,old,12.061127795061168,4.543294782270004
Leeds,2018-04,906,monthly,173445,0.2,75.8,320860,0.2,75.8,184889,0.3,74.8,140092,0.5,74.5,120574,-0.3,81.4,265698,0.3,81.2,61,169953,0.2,75.1,845,2018-01-04,0.5,new,12.063621590730998,4.127134385045092
Leeds,2018-05,1022,monthly,175048,0.9,76.5,323413,0.8,76.4,186917,1.1,75.6,141570,1.1,75.2,121147,0.5,81.8,263626,-0.8,80.6,119,171808,1.1,75.9,903,2018-01-05,0.5,old,12.072821213712967,4.787491742782046
Leeds,2018-06,1229,monthly,176137,0.6,76.9,325410,0.6,76.9,188344,0.8,76.2,142310,0.5,75.6,121756,0.5,82.2,263936,0.1,80.7,188,172961,0.7,76.4,1041,2018-01-06,0.5,old,12.079023057690694,5.241747015059643
Leeds,2018-07,1071,monthly,178008,1.1,77.8,329478,1.3,77.8,190329,1.1,77.0,143703,1.0,76.4,123024,1.0,83.0,265443,0.6,81.2,75,174881,1.1,77.3,996,2018-01-07,0.5,old,12.08958938979377,4.330733340286331
Leeds,2018-08,1252,monthly,179455,0.8,78.4,332266,0.8,78.5,191814,0.8,77.6,144870,0.8,77.0,124067,0.8,83.7,268126,1.0,82.0,83,176269,0.8,77.9,1169,2018-01-08,0.75,old,12.097685331514153,4.430816798843313
Leeds,2018-09,966,monthly,179683,0.1,78.5,333195,0.3,78.7,191906,0.0,77.6,145177,0.2,77.2,124067,0.0,83.7,268254,0.0,82.0,93,176507,0.1,78.0,873,2018-01-09,0.75,new,12.098955031523234,4.543294782270004
Leeds,2018-10,1168,monthly,178506,-0.7,78.0,331184,-0.6,78.2,190698,-0.6,77.1,144126,-0.7,76.6,123273,-0.6,83.2,267899,-0.1,81.9,58,175262,-0.7,77.4,1110,2018-01-10,0.75,old,12.09238309511919,4.07753744390572
Leeds,2018-11,1152,monthly,177415,-0.6,77.5,330064,-0.3,78.0,189794,-0.5,76.7,143128,-0.7,76.1,122021,-1.0,82.3,264165,-1.4,80.8,104,174326,-0.5,77.0,1048,2018-01-11,0.75,new,12.086252536447866,4.653960350157523
Leeds,2018-12,957,monthly,177668,0.1,77.6,330181,0.0,78.0,190294,0.3,76.9,143225,0.1,76.1,122175,0.1,82.5,265359,0.5,81.1,160,174523,0.1,77.1,797,2018-01-12,0.75,new,12.087677547601887,5.081404364984463
Leeds,2019-01,833,monthly,177975,0.2,77.7,331388,0.4,78.3,190806,0.3,77.1,143225,0.0,76.1,122275,0.1,82.5,264784,-0.2,81.0,75,174890,0.2,77.3,758,2019-01-01,0.75,new,12.08940398872297,4.330733340286331
Leeds,2019-02,976,monthly,178017,0.0,77.8,331571,0.1,78.3,190779,0.0,77.1,143094,-0.1,76.1,122592,0.3,82.7,270004,2.0,82.6,76,174628,-0.1,77.2,900,2019-01-02,0.75,new,12.089639947757082,4.343805421853684
Leeds,2019-03,994,monthly,178876,0.5,78.1,333625,0.6,78.8,191921,0.6,77.6,143685,0.4,76.4,122843,0.2,82.9,272128,0.8,83.2,150,175426,0.5,77.5,844,2019-01-03,0.75,old,12.094453697788559,5.017279836814924
Leeds,2019-04,885,monthly,177519,-0.8,77.5,330080,-1.1,78.0,190463,-0.8,77.0,142974,-0.5,76.0,121702,-0.9,82.1,271013,-0.4,82.9,86,174043,-0.8,76.9,799,2019-01-04,0.75,new,12.086838557606475,4.465908118654584
Leeds,2019-05,1000,monthly,179060,0.9,78.2,332061,0.6,78.5,192254,0.9,77.7,144533,1.1,76.8,122400,0.6,82.6,269958,-0.4,82.5,100,175739,1.0,77.6,900,2019-01-05,0.75,new,12.095481808892758,4.61512051684126
Leeds,2019-06,1012,monthly,178330,-0.4,77.9,330042,-0.6,78.0,191404,-0.4,77.4,144102,-0.3,76.6,122006,-0.3,82.3,266430,-1.3,81.5,156,175156,-0.3,77.4,856,2019-01-06,0.75,new,12.091396653012287,5.056245805348308
Leeds,2019-07,1118,monthly,181534,1.8,79.3,335808,1.7,79.3,194728,1.7,78.7,146748,1.8,78.0,124345,1.9,83.9,272195,2.2,83.2,71,178251,1.8,78.8,1047,2019-01-07,0.75,old,12.109203751561854,4.276666119016055
Leeds,2019-08,1168,monthly,182578,0.6,79.8,337926,0.6,79.8,195777,0.5,79.2,147771,0.7,78.5,124810,0.4,84.2,273438,0.5,83.6,87,179293,0.6,79.2,1081,2019-01-08,0.75,old,12.114938235052916,4.477336814478207
Leeds,2019-09,969,monthly,184683,1.2,80.7,342141,1.2,80.8,197677,1.0,79.9,149703,1.3,79.6,126285,1.2,85.2,278669,1.9,85.2,98,181245,1.1,80.1,871,2019-01-09,0.75,old,12.126401535472358,4.59511985013459
Leeds,2019-10,1072,monthly,184700,0.0,80.7,342292,0.0,80.9,198260,0.3,80.2,149532,-0.1,79.5,125721,-0.4,84.8,277175,-0.5,84.8,92,181345,0.1,80.1,980,2019-01-10,0.75,old,12.12649358035784,4.532599493153256
Leeds,2019-11,1111,monthly,184325,-0.2,80.5,342014,-0.1,80.8,198245,0.0,80.2,148923,-0.4,79.2,125220,-0.4,84.5,273761,-1.2,83.7,81,181137,-0.1,80.0,1030,2019-01-11,0.75,new,12.12446120804319,4.406719247264253
Leeds,2019-12,1015,monthly,185001,0.4,80.8,343296,0.4,81.1,199429,0.6,80.6,149493,0.4,79.5,124966,-0.2,84.3,270959,-1.0,82.9,185,182013,0.5,80.4,830,2019-01-12,0.75,new,12.128121914812835,5.225746673713202
Leeds,2020-01,916,monthly,184947,0.0,80.8,343635,0.1,81.2,199319,-0.1,80.6,149502,0.0,79.5,124750,-0.2,84.2,272909,0.7,83.4,69,181851,-0.1,80.3,847,2020-01-01,0.75,old,12.12782998346869,4.248495242049359
Leeds,2020-02,746,monthly,184198,-0.4,80.5,342165,-0.4,80.8,198419,-0.5,80.2,149133,-0.2,79.3,124056,-0.6,83.7,274005,0.4,83.8,70,181052,-0.4,80.0,676,2020-01-02,0.75,new,12.123771973906956,4.2626798770413155
Leeds,2020-03,776,monthly,182392,-1.0,79.7,339218,-0.9,80.1,196497,-1.0,79.4,147513,-1.1,78.4,122907,-0.9,82.9,275166,0.4,84.1,85,179093,-1.1,79.1,691,2020-01-03,0.25,new,12.113918978692963,4.454347296253507
Leeds,2020-04,327,monthly,180154,-1.2,78.7,336176,-0.9,79.4,194052,-1.2,78.5,146002,-1.0,77.6,120567,-1.9,81.4,271968,-1.2,83.2,43,176883,-1.2,78.1,284,2020-01-04,0.1,new,12.10157287043999,3.784189633918261
Leeds,2020-05,482,monthly,180718,0.3,78.9,337882,0.5,79.8,194826,0.4,78.8,146086,0.1,77.6,121024,0.4,81.7,276606,1.7,84.6,23,177167,0.2,78.3,459,2020-01-05,0.1,old,12.104698617704708,3.1780538303479458
Leeds,2020-06,758,monthly,183398,1.5,80.1,342148,1.3,80.8,197874,1.6,80.0,148481,1.6,78.9,122496,1.2,82.7,277452,0.3,84.8,67,180031,1.6,79.5,691,2020-01-06,0.1,old,12.119419386226932,4.219507705176107
Leeds,2020-07,772,monthly,187892,2.5,82.1,348997,2.0,82.5,202713,2.4,82.0,152041,2.4,80.8,126209,3.0,85.2,281934,1.6,86.2,66,184605,2.5,81.6,706,2020-01-07,0.1,new,12.14362793084918,4.204692619390966
Leeds,2020-08,838,monthly,191172,1.7,83.5,355097,1.7,83.9,206409,1.8,83.5,154895,1.9,82.3,127854,1.3,86.3,284595,0.9,87.0,91,187987,1.8,83.1,747,2020-01-08,0.1,old,12.160934056238768,4.5217885770490405
Leeds,2020-09,899,monthly,192814,0.9,84.2,359607,1.3,85.0,208096,0.8,84.1,156092,0.8,83.0,128742,0.7,86.9,288704,1.4,88.3,70,189480,0.8,83.7,829,2020-01-09,0.1,old,12.16948645896213,4.2626798770413155
Leeds,2020-10,1135,monthly,194638,0.9,85.0,364090,1.2,86.0,210074,1.0,84.9,157681,1.0,83.8,129363,0.5,87.3,288747,0.0,88.3,91,191467,1.0,84.6,1044,2020-01-10,0.1,old,12.178901839754111,4.5217885770490405
Leeds,2020-11,1164,monthly,197864,1.7,86.4,370115,1.7,87.4,213199,1.5,86.2,160602,1.9,85.4,131590,1.7,88.8,289648,0.3,88.6,79,194925,1.8,86.1,1085,2020-01-11,0.1,old,12.19534025895113,4.382026634673881
Leeds,2020-12,1111,monthly,199787,1.0,87.3,373407,0.9,88.2,215117,0.9,87.0,162558,1.2,86.4,132611,0.8,89.5,290155,0.2,88.7,88,196988,1.1,87.0,1023,2020-01-12,0.1,old,12.205012083332852,4.48863636973214
Leeds,2021-01,958,monthly,202374,1.3,88.4,375398,0.5,88.7,217631,1.2,88.0,164922,1.5,87.7,135432,2.1,91.4,291345,0.4,89.1,43,199731,1.4,88.2,915,2021-01-01,0.1,new,12.217877690979936,3.784189633918261
Leeds,2021-02,1130,monthly,201774,-0.3,88.1,371093,-1.1,87.7,216604,-0.5,87.6,164969,0.0,87.7,136009,0.4,91.8,290250,-0.4,88.8,58,199165,-0.3,88.0,1072,2021-01-02,0.1,old,12.214908494192573,4.07753744390572
Leeds,2021-03,1649,monthly,202185,0.2,88.3,368648,-0.7,87.1,216608,0.0,87.6,165630,0.4,88.0,137744,1.3,93.0,291129,0.3,89.0,136,199563,0.2,88.2,1513,2021-01-03,0.1,new,12.216943344793577,4.919980925828125
Leeds,2021-04,1070,monthly,201018,-0.6,87.8,366653,-0.5,86.6,215053,-0.7,86.9,164996,-0.4,87.7,136837,-0.7,92.3,292857,0.6,89.5,64,198184,-0.7,87.6,1006,2021-01-04,0.1,new,12.211154709936967,4.174387269895637
Leeds,2021-05,1002,monthly,201200,0.1,87.9,367695,0.3,86.9,215238,0.1,87.0,165085,0.1,87.7,136741,-0.1,92.3,293394,0.2,89.7,67,198345,0.1,87.6,935,2021-01-05,0.1,old,12.212059687374296,4.219507705176107
Leeds,2021-06,1876,monthly,206222,2.5,90.1,375681,2.2,88.8,220338,2.4,89.1,169915,2.9,90.3,139932,2.3,94.4,296243,1.0,90.6,127,203601,2.6,90.0,1749,2021-01-06,0.1,new,12.236713386536675,4.852030263919617
Leeds,2021-07,776,monthly,205117,-0.5,89.6,374473,-0.3,88.5,219400,-0.4,88.7,168704,-0.7,89.7,138910,-0.7,93.7,295442,-0.3,90.3,40,202459,-0.6,89.4,736,2021-01-07,0.1,new,12.231340702276892,3.713572066704308
Leeds,2021-08,1014,monthly,205308,0.1,89.7,376108,0.4,88.9,220059,0.3,89.0,168583,-0.1,89.6,138128,-0.6,93.2,293599,-0.6,89.8,54,202791,0.2,89.6,960,2021-01-08,0.1,new,12.23227144033159,4.007333185232471
Leeds,2021-09,1655,monthly,203653,-0.8,89.0,374523,-0.4,88.5,218754,-0.6,88.4,166814,-1.0,88.7,136206,-1.4,91.9,292170,-0.5,89.3,107,201091,-0.8,88.8,1548,2021-01-09,0.1,old,12.224177754425527,4.68213122712422
Leeds,2021-10,708,monthly,205299,0.8,89.7,379989,1.5,89.8,220709,0.9,89.2,167791,0.6,89.2,136504,0.2,92.1,289345,-1.0,88.5,56,203063,1.0,89.7,652,2021-01-10,0.1,old,12.232227603007026,4.04305126783455
Leeds,2021-11,864,monthly,206138,0.4,90.1,382377,0.6,90.3,221647,0.4,89.6,168290,0.3,89.4,136947,0.3,92.4,291586,0.8,89.2,63,203821,0.4,90.1,801,2021-01-11,0.1,new,12.23630597750693,4.1588830833596715
Leeds,2021-12,954,monthly,205670,-0.2,89.8,383488,0.3,90.6,221333,-0.1,89.5,167574,-0.4,89.1,135958,-0.7,91.8,289539,-0.7,88.5,92,203455,-0.2,89.9,862,2021-01-12,0.25,old,12.23403308368951,4.532599493153256
Leeds,2022-01,819,monthly,210486,2.3,92.0,390694,1.9,92.3,226795,2.5,91.7,171914,2.6,91.4,138731,2.0,93.6,296004,2.2,90.5,26,208240,2.4,92.0,793,2022-01-01,0.25,old,12.257179172477771,3.295836866004329
Leeds,2022-02,929,monthly,214200,1.8,93.6,396593,1.5,93.7,230778,1.8,93.3,175151,1.9,93.1,141407,1.9,95.4,302908,2.3,92.6,38,211940,1.8,93.6,891,2022-01-02,0.5,old,12.274670105518968,3.6635616461296463
Leeds,2022-03,934,monthly,215509,0.6,94.1,399447,0.7,94.4,232590,0.8,94.0,175901,0.4,93.5,141941,0.4,95.8,308810,1.9,94.4,72,213065,0.5,94.1,862,2022-01-03,0.75,old,12.280762591161617,4.290459441148391
Leeds,2022-04,851,monthly,216434,0.4,94.6,400776,0.3,94.7,233312,0.3,94.3,177038,0.6,94.1,142567,0.4,96.2,310712,0.6,95.0,70,213965,0.4,94.5,781,2022-01-04,0.75,new,12.285045550399467,4.2626798770413155
Leeds,2022-05,860,monthly,217593,0.5,95.1,402514,0.4,95.1,234768,0.6,94.9,178256,0.7,94.7,142610,0.0,96.2,309079,-0.5,94.5,67,215196,0.6,95.1,793,2022-01-05,1.0,new,12.290386220054357,4.219507705176107
Leeds,2022-06,902,monthly,220531,1.4,96.3,406828,1.1,96.1,237780,1.3,96.1,181088,1.6,96.3,144670,1.4,97.6,310531,0.5,95.0,123,218171,1.4,96.4,779,2022-01-06,1.25,old,12.303798088056018,4.820281565605037
Leeds,2022-07,1046,monthly,224603,1.8,98.1,413552,1.7,97.7,242520,2.0,98.1,184563,1.9,98.1,146853,1.5,99.1,315950,1.7,96.6,100,222208,1.9,98.2,946,2022-01-07,1.25,old,12.322094130566896,4.61512051684126
Leeds,2022-08,1046,monthly,227783,1.4,99.5,419006,1.3,99.0,245919,1.4,99.4,187572,1.6,99.7,148446,1.1,100.2,320013,1.3,97.9,82,225365,1.4,99.6,964,2022-01-08,1.75,new,12.336153090478438,4.418840607796598
Leeds,2022-09,975,monthly,230033,1.0,100.5,423416,1.1,100.0,248441,1.0,100.4,189625,1.1,100.8,149159,0.5,100.7,322252,0.7,98.5,103,227616,1.0,100.6,872,2022-01-09,2.25,new,12.34598240306709,4.6443908991413725
Leeds,2022-10,974,monthly,231818,0.8,101.3,427495,1.0,101.0,250343,0.8,101.2,190993,0.7,101.5,150099,0.6,101.3,323462,0.4,98.9,66,229416,0.8,101.4,908,2022-01-10,2.25,old,12.353712173741775,4.204692619390966
Leeds,2022-11,1087,monthly,234139,1.0,102.3,432707,1.2,102.2,252833,1.0,102.2,192720,0.9,102.4,151443,0.9,102.2,328564,1.6,100.5,113,231664,1.0,102.4,974,2022-01-11,3.0,new,12.363674506033663,4.736198448394496
Leeds,2022-12,1011,monthly,233785,-0.2,102.1,431685,-0.2,102.0,252431,-0.2,102.1,192425,-0.2,102.3,151483,0.0,102.2,328564,0.0,100.5,132,231301,-0.2,102.2,879,2022-01-12,3.5,old,12.362161445987692,4.890349128221754
Leeds,2023-01,693,monthly,228909,-2.1,100.0,423270,-1.9,100.0,247332,-2.0,100.0,188143,-2.2,100.0,148177,-2.2,100.0,327037,-0.5,100.0,42,226338,-2.1,100.0,651,2023-01-01,3.5,old,12.34108419218605,3.7612001156935624
Leeds,2023-02,701,monthly,225686,-1.4,98.6,418267,-1.2,98.8,243876,-1.4,98.6,185078,-1.6,98.4,146305,-1.3,98.7,326336,-0.2,99.8,31,223056,-1.5,98.5,670,2023-01-02,4.0,new,12.326904362564576,3.4657359027997265
Leeds,2023-03,796,monthly,223391,-1.0,97.6,416334,-0.5,98.4,241759,-0.9,97.7,182341,-1.5,96.9,144580,-1.2,97.6,330663,1.3,101.1,92,220603,-1.1,97.5,704,2023-01-03,4.25,new,12.316683354770127,4.532599493153256
